ID,Sex,Cohort,Treatcode,Treatment,Cap_Year,Date,Recap,MOC,Area,Burrow_no,Old or new?,Wt (g),MCL_mm,Stage,Dead,Comments
761,I,2007,Non,natural,2012,11-May-12,yes,trap,C,C88,,522,142,S,,"Transmitter attached: frequency 165.306, transmitter # 174314, iButton attached 14 June 2012. Weight with transmitter is 0.541kg."
761,I,2007,Non,natural,2012,23-Sep-12,yes,trap,C,C88,,607,,S,,"new transmitter # 177839, freq 166.935. iButton downloaded and reprogrammed (start 15 Oct 2012, every 120 min). Released 30 Sept 2012 @16:30."
761,I,,Non,natural,2013,2-Apr-13,yes,trap,C,C88,,724,154,S,,New transmitter 177834 freq 166.460. Released 3 Apeil 3013.
762,I,,Non,natural,2009,11-Jul-09,,trap,C,C-J12,,213,102,J,,OVERALL LOOKS HEALTHY; PLASTRON DARKER THAN MOST; SMALL ABRASION ON L FRONT ELBOW PROBABLY FROM TRAP
762,M,,Non,natural,2012,3-Jul-12,yes,trap,C,C103,,1260,199,S,,"Transmitter attached: frequency 165.850, transmitter # 175797, iButton attached 5 July 2012. Left foreleg missing outermost nail (old injury), missing 3rd nail from fresh break (likely from trap). Identified as male when during exam penis was viewed. Age was determined by counting the growth rings, however previous records have this tortoise being 6 yrs instead of 8yrs."
762,M,,Non,natural,2012,22-Sep-12,yes ,trap,C,C103,,1538,,S,,"Cattracker #5, start logging 1 Oct 2012. iButton downloaded and reprogrammed (start logging 15 Oct 2012@120min). Rleased 30 Sept 2012 @16:30."
762,M,,Non,natural,2013,6-Apr-13,yes,trap,C,C103,,1180,218,A,,Penis viewed during exam. Some dry flaky skin on Right front leg and recently healed scales. Changed transmitter 174318 freq 165.629.
763,I,,Non,natural,2009,1-Oct-09,NO,trap,E,E, ,383,130,S,,"WPT 77 IN TRACEY'S GPS - WGS84, NAD83, ZONE 17R: 3505101, 0486829; CARAPACE STILL VERY YELLOW - ONLY DARK ALONG SEAMS OF CARAPACIAL SCUTES"
764,I,,Non,natural,2009,1-Oct-09,NO,trap,D,D12, ,588,152,S,,"ON PLASTRON & CARAPACE, SOME FLAKING AND BONE SHOWING THROUGH"
764,I,,Non,natural,2011,21-Jun-11,Yes,trap,D,D12,,881,181,S,,Carapace has keratin wear on rear of shell. Keratin wear on majority of the plastron.
765,I,,Non,natural,2009,1-Oct-09,NO,trap,G,G42, ,405,134,S,,SEVERAL SCALES MISSING ON RIGHT AND LEFT FORELIMBS AT JOINT
765,I,,Non,natural,2010,31-Jul-10,yes,trap,G,G42,NEW,480,143,S,,plastron--mild keratin wear; AGE ESTIMATED BY SUMMER INTERN (JORDAN)
765,I,,Non,natural,2013,25-Jun-13,yes,trap,G,G76,,,,S,,Measures were not made. Fecal float for intestinal paasitespinworms and hookworms. Bled for myscoplasma and nasal flush. 
766,I,2008,Non,natural,2009,2-Oct-09,NO,trap,E,E, ,90,81,J,,"WPT 73 IN TRACEY'S GPS - WGS84, NAD83, ZONE 17R:3505188, 0486822; DISCOLORATION ON RIGHT SIDE OF CARAPACE - SEEMS TO BE CONFINED TO PORTIONS OF SCUTES THAT ARE HATCHLING PLATES (NOT NEW GROWTH REGIONS); SHELL STILL SOFT; FILE MARK FOR #40 SCUTE VERY CLOSE TO ANTERIOR MARGIN; 2008 OFFSPRING?"
766,I,2008,Non,natural,2010,7-Sep-10,yes,trap,E,E49,,152,99,J,,"Integument--forearms-pale, discolored patches-almost like scales injured and re-healing. Carapace--discoloration and missing keratin on #2 and #3 scutes, 4th Right costal, 4th and 5th vertebral. Freshened marks; AGE 3 = IN 3RD YR; NOT A RELEASED HATCHLING - WILD RECRUIT; TDT DOUBLE-CHECKED CL & PL"
766,I,2008,Non,natural,2011,11-Jun-11,yes,trap,E,E49,,185,105,J,,Carapace has keratin wear mostly on rear marginals.
767,I,,Non,natural,2009,2-Oct-09,NO,trap,G,G, ,167,100,J,,"#40 SCUTE FILED NEAR ANTERIOR MARGIN; WPT 85 IN TRACEY'S GPS - WGS84, NAD83, ZONE 17R:3504540, 0486620"
767,I,,Non,natural,2013,26-Jun-13,Yes,trap,G,G77,,822,179,S,,Fecal float for intestinal parasites. Blood and nasal flush for mycoplasma. 
768,I,,Non,natural,2009,2-Oct-09,NO,trap,E,E35, ,545,149,S,,OUTER KERATIN / LAMINAE PEELING OR FLAKING AWAY IN MANY AREAS; NO PIT
768,I,,Non,natural,2010,26-Jul-10,Yes,trap,E,E42,NEW,640,158,S,,"5-moderate keratin wear; shell flaking on marginal and costal scutes; nuchal scute curves dorsally, 6-mild keratin wear; lateral aspect raised and worn smooth conpored to medial aspect; AGE ESTIMATED BY JORDAN (SUMMER INTERN)"
770,I,,Non,natural,2010,15-Jun-10,new,bucket,D,D17,new,1540,204,S,,"INTEGUMENT -flaky skin esp in pectoral region. Small pink/red areas in both pectoral and inguinal regions, red 1st (most medial) claw on both back legs. PLASTRON -mild keratin wear; notch in gular  scute; bubbling from mouth during exam"
771,I,,Non,natural,2010,9-Jul-10,new,trap,G,G33,,640,159,S,,"INTEGUMENT -mild abrasions on front limbs; some scales have red color, TYMPANUM -would not extend head."
771,I,,Non,natural,2011,23-May-11,YES,trap,G,G78,,748,172,S,,Integument has missing scales on left front leg.
772,I,2005,headstart,headstart,2006,13-Jun-06,RELEASE,release,,N/A,new,82,72,J,,"FROM GLYNN MIDDLE SCHOOL; HATCHED FALL 2005; RELEASED WITH TRANS (0.086KG); FREQ 149.569;TRANSMITTER #112560; TRANSPONDER PLACED IN LEFT INGUINAL; ASSIGNED 732 IN 2007 (NOT SURE WHY) BUT B/C WAS ID ALREADY USED, REASSIGNED ANOTHER ID (772) IN 2009"
772,I,2005,headstart,headstart,2007,7-Oct-07,Y (BUT NEW ID),trap,E,E,,168,84,J,,"WAS RELEASED IN 2006 AS #2 - WAS A 2005 YOY HEADSTARTED BY MIDDLE SCHOOL; NOT SURE WHY WAS ASSIGNED A NEW ID - GIVEN ID ""732"" IN 2007, BUT ""732"" ALREADY ID USED FOR ANOTHER TORTOISE; ASSIGNED ID OF ""772"" IN 2009; AGED BY HOLLIS AND TERRY; BURROW N 31DEG 40.896' W 81DEG 8.335'; GREEN PAINT ON CARAPACE; TDT THINKS MUST BE IN SECTION E (WILL HAVE TO PLOT TO CONFIRM) B/C ALL GLYNN M.S. ANIMALS WERE RELEASED IN E"
772,I,2005,headstart,headstart,2009,1-Oct-09,YES,trap,E,E, ,521,141,S,,"VERY STRONG, ACTIVE; WPT 81 IN TRACEY'S GPS - WGS84, NAD83, ZONE 17R: 3505141, 0486833; GREEN PAINT ON REAR VERTEBRAL; REFILED NOTCHES; THIS ANIMAL WAS ORIGINALLY GIVEN ID=2, THEN FOR SOME REASON REMARKED AS 732, BUT WAS ALREADY JUV (FROM SECTION G) MARKED 732; THIS JUV (SECTION E) REMARKED WITH NEW ID 772. NEED TO CHECK OLD BLOOD SAMPLES"
772,I,2005,headstart,headstart,2010,9-Sep-10,yes,trap,E,E44,,800,165,S,,"carapace--green paint still visible on center of 5th vertebral. Freshened marks; AGE 6 = IN 6TH YEAR; CHECK TO SEE IF PREVIOUSLY TRANSMITTERED; WAS ORIG #2, WAS ALSO PREV #732 - CLEAR UP ANY CONFUSION IN ID IN DATABASE & ALSO MAKE NOTE ON OLDER DATA SHEETS SHOWING PREVIOUS ID"
772,I,2005,headstart,headstart,2013,24-Jul-13,yes,trap,E,E44,,2100,234,A,,Nail damage on both front limbs. Plastron worn. Blood for bile acids. Blood and nasal flush for mycoplasma.
773,I,,Non,natural,2008,11-Jun-08,NO,trap,G,G40,,398,133,S,,"Annuli measured for growth rate.  PCV=23%, TS=2.0; ORIG MARKED AS 733 BUT ID MISTAKENLY USED AGAIN IN JUL 2009 FOR JUV IN SECTION D; THIS ANIMAL IN G REASSIGNED ID OF 773 WHEN RECAPTURED IN SEP 2009; "
773,I,,Non,natural,2009,30-Sep-09,YES,trap,G,G,,673,163,S,,"WPTS 60 & 83 IN TRACEY'S GPS - WGS84, NAD83, ZONE 17R: 3504478, 0486581; ORIG MARKED AS 733 BUT ID MISTAKENLY USED AGAIN IN JUL 2009 FOR JUV IN SECTION D; THIS ANIMAL IN G REASSIGNED ID OF 773 WHEN RECAPTURED IN SEP 2009; "
773,I,,Non,natural,2009,30-Sep-09,YES,trap,G,G,,673,163,S,,"WAS ANOTHER JUV WITH ID 733 (IN SECTION E) THIS ONE (SECTION G) GIVEN NEW ID 773, ID ON BLOOD SAMPLE NEEDS TO BE CHANGED; WPT82 ALSO WPT60; WPT82 IN TRACEY'S GPS; WGS84, NAD83, ZONE 17R; 3504478,0486581"
773,I,,Non,natural,2010,10-Jul-10,yes,trap,G,G67,,880,169,S,,INTEGUMENT -some flaking skin on dorsal aspect of head; AGE ESTIMATED BY SUMMER INTERN (JORDAN)
774,I,,Non,natural,2010,11-Jul-10,new,trap,G,G65,,700,152,S,,INTEGUMENT -flaking skin on dorsal aspect and right side of head
774,I,,Non,natural,2011,20-May-11,YES,trap,G,G65,,871,176,S,,
774,I,,Non,natural,2013,23-Jun-13,yes,trap,G,G66,,1700,223,S,,"Blood and nasal flush for mycoplasma test. Fecal float for intestinal parasites. Sap on carapace, touched up notches. "
775,I,,Non,natural,2010,21-Jul-10,new,trap,G,G66,,560,150,S,,"INTEGUMENT -scales missing on both front limbs, area is reddened; also missing scales on medial aspect of right hind limb are is reddened, CARAPACE moderate keratin wear; flaking on left costal and vertebral scutes, PLASTRON -mild keratin wear; AGE ESTIMATED BY SUMMER INTERN (JORDAN)"
775,I,,Non,natural,2011,15-May-11,old,trap,G,G70,,740,166,S,,
775,I,,Non,natural,2013,30-Jun-13,yes,trap,G,G70,,1471,218,S,,Missing scales on underside ofright front le. Carapace has discoloration of keratin on all scutes except caudal  vertebral and rear right side. Plastron has discoloration and flaking of keratin. Fecal float for intestinal parasites. Touched up notches. Blood and nasal flush for mycoplasma.
786,I,,Non,natural,2011,20-May-11,new,trap,G,G72,,378,131,S,,
787,I,,Non,natural,2011,8-Jun-11,new,trap,D,D29,,654,160,S,,Carapace and plastron show mild keratin wear on rear of carapace and spotting on plastron.
788,I,,Non,natural,2011,16-Jun-11,new,trap,D,D10,,912,179,S,,
789,I,,Non,natural,2011,19-Jun-11,new,hand,C,C,new,1940,228,S,,LAT 31.689379 LONG -81.143176. Found in road at Section C across from the unnamed road near Engineers Road.
791,I,,Non,natural,2012,10-May-12,new,trap,E,E68,,259,116,J,,"Transmitter attached: frequency 165.497, transmitter # 174317, iButton attached 14 June 2012. Weight with transmitter is 0.271kg"
791,I,,Non,natural,2012,22-Sep-12,yes ,trap,E,E68,,314,,J,,"replaced transmitter, new transmitter #177838 freq 166.783. Released 1 Oct 2012 @15:00. iButton downloaded and reprogrammed (start 15 Oct 2012, every 120 min)."
791,I,,Non,natural,2013,2-Apr-13,yes,trap,E,E68,,352,126,J,,reaffixed transmitter because it was loose.
792,I,,Non,natural,2012,10-May-12,new,trap,E,E69,,524,147,S,,"Transmitter attached: frequency 165.406, transmitter # 174316, iButton attached 14June 2012. Some mild keratin wear on plastron and carapace."
792,I,,Non,natural,2012,22-Sep-12,yes,trap,E,E69,,644,,S,,"new transmitter # 177832, freq 166.094. iButton downloaded and reprogrammed (start 15 Oct 2012, every 120min). Released 1 Oct 2012 @ 16:00."
792,I,,Non,natural,2013,9-Apr-13,Yes,trap,E,E69,,663,160,S,,Carapace first vertebral has irregular growth on the suture. iButton download and reset for midnight 11 April 2013.
792,I,,Non,natural,2013,9-Jul-13,yes,trap,E,E69,,604,167,S,,"Broken nail tips right forelimb, missing scales on front of left forelimb. Fecal float for intestinal parasites. Blood and nasal flush for mycoplasma. Downloaded iButton reset replaced transmitter 177839 freq 166.933."
793,I,,Non,natural,2012,1-Jul-12,new,trap,C,C102,,2180,230,S,,"Transmitter attached: frequency 165.891, transmitter # 175798, iButton attached 5 July 2012. iButton attached 5 July 2012."
793,I,,Non,natural,2012,23-Sep-12,yes,trap,C,C102,,2423,,S,,"Cattracker #4 (set to start 1 Oct 2012). iButton downloaded and reprogrammed (start logging 15 Oct 2012, every 120 min). Released 30 Sept 2012 @16:30."
793,I,,Non,natural,2013,8-Apr-13,yes,trap,C,C102,,2496,240,A,,Reattached iButton new transmitter 174319 freq 165.750
793,I,,Non,natural,2013,1-Jul-13,yes,trap,C,C101,,2660,246,A,,"Nail damage, Abrasian on chin. Fecal float for intestinal parasites. Blood and nasal flush for mycoplasma."
794,I,,Non,natural,2012,3-Jun-12,new,trap,C,C98,,995,178,S,,"Transmitter attached: frequency 165.782, transmitter # 174320, iButton attached E30000002C7B2B21. Weight with transmitter is 1.011kg. Snotty nares (titer being run). Abrasions on left foreleg from rubbing in trap, rear toenail discolored. Carapace--slight keratin wear on ""30"" marginal scute. Slight keratin wear of anterior half of plastron. "
794,I,,Non,natural,2012,16-Oct-12,yes,trap,C,C107,,1150,,S,,"iButton missing, replaced with 140000002E185A to start 17 Oct 2012. New transmitter #177835, freq 166.554 (tunes best at 655 dil at : 6????)"
794,I,,Non,natural,2013,9-Apr-13,Yes,trap,C,C107,,1152,185,S,,"Dry flaking skin on every scute. iButton failed, replaced 4B0000002E15D921, starts April 11, 2013 at midnight."
794,I,,Non,natural,2013,21-May-13,yes,trap,C,C107,,1183,187,S,,"Several cactus thorns on left hind limb. Small discoloration on scute ""30"". Whole plastron has flaky areas. New iButton attached 350000002E039C21. New transmitter 174312 freq 165.088."
795,I,,Non,natural,2012,5-Jul-12,new,trap,C,C104,,1640,210,S,,"Transmitter attached: frequency 165.951, transmitter # 175799, There are some slight abrasions on the head and legs, most likely casue by the trap.  Plastron is slightly irregular on the left abdominal scute."
795,I,,Non,natural,2012,28-Sep-12,yes,trap,C,C104,,2001,,S,,"new iButton #720000002E1D6921 (start 15 Oct 2012, every 120 min). Cattrcker #3 (start 1 Oct 2012). Release 30 Sept 2012 @16:30."
796,I,,Non,natural,2012,11-Jul-12,new,trap,C,C106,,675,152,S,,"Transmitter attached: frequency 165.996, transmitter # 175800,"
796,I,,Non,natural,2012,29-Sep-12,yes,trap,C,C106,,788,,S,,"new iButton #EC0000002E595E21 (start logging 15 Oct 2012, 120 min)."
796,I,,Non,natural,2013,8-Apr-13,yes,trap,C,C106,,813,162,S,,"Discoloration, whiteand flaky on Right bridge. New transmitter 174317, freq 165.497. Best at 165.496. Downloaded iButton data on iButton but won't downloaded. Replaced iButton with 050000002E48D821 to start April 11, 2013."
800,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,30,50,H,,clutch ID 3-1; FROM BURROW A74; EXTRA ANTERIOR VERTEBRAL
801,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,38,51,H,,clutch ID 3-2; FROM BURROW A74; 
804,I,,Non,natural,2009,9-Jul-09,NO,trap,C,C-J8,,60,64,H,,"AGE NOT LISTED BUT MUST BE AGE = 1 BASED ON SIZE; DATA SHEET DID NOT GIVE AGE OR WHETHER RECAP, BUT BASED ON SIZE MUST BE YEARLING CAPTURED FOR FIRST TIME; "
805,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,22,46,H,,CLUTCH ID 9-1; COLLECTED FROM NEST AT BURROW A34; 
806,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,37,51,H,,clutch ID 3-4; FROM BURROW A74; 
806,I,2008,Non,direct_release,2010,7-Sep-10,yes,trap,D,D27,,122,85,J,,Freshened marks; LOTS OF FALSE ANNULI
807,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,34,50,H,,clutch ID 3-5; FROM BURROW A74; 
808,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,34,49,H,,clutch ID 3-6; FROM BURROW A74; 
808,I,2008,Non,direct_release,2011,12-Jun-11,yes,trap,D,D31,,115,90,J,,Healed scrape on the top of head.
809,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,34,50,H,,clutch ID 3-7; FROM BURROW A74; 
810,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,34,50,H,,CLUTCH ID 4-1; FROM BURROW A101; VERY YELLOW CARAPACE
810,I,2008,Non,direct_release,2011,20-Jun-11,yes,trap,D,D33,,108,87,J,,
811,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,36,51,H,,CLUTCH ID 4-2; FROM BURROW A101;
812,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,34,50,H,,CLUTCH ID 4-3; FROM BURROW A101;
813,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,25,48,H,,CLUTCH ID 9-4; COLLECTED FROM NEST AT BURROW A34; CLUTCH NUMBER ON CARAPACE ALMOST LOOKS LIKE 7 INSTEAD OF 9; 
814,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,37,52,H,,HATCHED IN LAB; CLUTCH ID 8-4; 1ST VERTEBRAL SPLIT HORIZONTALLY
815,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,26,48,H,,CLUTCH ID 9-2; COLLECTED FROM NEST AT BURROW A34; 
815,I,2008,Non,direct_release,2010,8-Sep-10,yes,trap,E,E48,,234,110,J,,"carapace--whatever clutch was from, is individual #2 from that clutch (based on paint on marginals). Freshened notches."
816,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,32,50,H,,CLUTCH ID 4-4; FROM BURROW A101;
817,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,36,51,H,,CLUTCH ID 5-1; COLLECTED FROM FEMALE #116 (INDUCED);
818,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,34,50,H,,CLUTCH ID 6-1; COLLECTED FROM FEMALE #175 (INDUCED); EXTRA VERTEBRAL AT MID-BODY
819,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,35,51,H,,CLUTCH ID 6-2; COLLECTED FROM FEMALE #175 (INDUCED); NUCHAL HAS PARTIAL SPLIT
820,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,33,52,H,,CLUTCH ID 7-1; COLLECTED FROM FEMALE 300 (INDUCED); 
821,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,39,53,H,,CLUTCH ID 7-2; COLLECTED FROM FEMALE 300 (INDUCED); 
822,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,35,51,H,,CLUTCH ID 7-3; COLLECTED FROM FEMALE 300 (INDUCED); 
822,I,2008,Non,direct_release,2010,14-Sep-10,yes,trap,E,E33,,186,103,J,,integument--missing scale in left forearm-healing; PAINT CARAPACE SAYS ID 522 FROM PREV CAPTURE THIS SUMMER BY INTERN BUT IS WRONG; SOMEONE MISSED #300 SCUTE MARK - CORRECT IN DATABASE & ON PHOTOS & BLOOD SAMPLE; ID OF 822 ALSO MAKES MORE SENSE THAN 522 BASED ON RELEASE SITE LOCATIONS & YR OF RELEASE; HAVE PHOTOS OF #500 & #300 SCUTES BEFORE AND AFTER FRESHENING MARKS 
823,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,27,50,H,,CLUTCH ID 9-5; COLLECTED FROM NEST AT BURROW A34; 
823,I,2008,Non,direct_release,2010,9-Sep-10,yes,trap,E,E47,,207,107,J,,carapace--split/wrinkle across 3rrd vertebral and into 3rd left costal-crescent shaped. Carapace and integument are very yellow in color; AGE 3 = IN 3RD YR; RELEASED IN CAGE NEAR E37 IN FALL 2008; CLUTCH ID 9-5.
823,I,2008,Non,direct_release,2012,18-Jun-12,yes,trap,E,E77,,443,140,S,,"Transmitter attached: frequency 165.590, transmitter # 175794, iButton attached 21 June 2012. Irregular growth on 3rd vertebral scute. "
823,I,2008,Non,direct_release,2012,26-Sep-12,yes,trap,E,E77,,565,,S,,"repaired epoxy and replaced tubing on rear of carapace. Released 1 Oct 2012 @12:00. iButton downloaded and reprogrammed (start 15 Oct 2012, every 120 min)."
823,I,2008,Non,direct_release,2013,8-Apr-13,yes,trap,E,E77,,589,152,S,,3rd vertebral has distinct growth separation. New transmitter 174320 freq 165.782. New iButton 570000002E23FF21.
824,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,37,52,H,,HATCHED IN LAB; CLUTCH ID 8-1
824,I,2009,Non,direct_release,2010,14-Sep-10,yes,trap,E,E59,,78,76,J,,"carapace--paint on carapace indicates clutch 8-5, 1st and 2nd Left and Right costals creased bilaterally. "
825,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,27,48,H,,CLUTCH ID 9-3; COLLECTED FROM BURROW A34; 
826,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,38,51,H,,CLUTCH ID 7-4; COLLECTED FROM FEMALE 300 (INDUCED); 
827,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,38,,H,,CLUTCH ID 7-5; COLLECTED FROM FEMALE 300 (INDUCED); NO MEASUREMENTS LISTED ON DATA SHEET
828,I,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,41,52,H,,CLUTCH ID 7-6; COLLECTED FROM FEMALE 300 (INDUCED); 
829,H,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,33,48,H,,CLUTCH ID 3-8; COLLECTED FROM NEST AT BURROW A74; 2ND VERTEBRAL IS SPLIT
830,H,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,27,48,H,,CLUTCH ID 9-6; COLLECTED FROM NEST AT BURROW A34; 
830,I,2008,Non,direct_release,2010,8-Sep-10,yes,trap,E,E45,,199,106,J,,freshened marks; TDT DOUBLE-CHECKED CL & TL
830,I,2008,Non,direct_release,2013,23-Jul-13,Yes,trap,E,E71,,840,175,S,,Thin marginal scutes on carapace. Feval float for intestinal parasites. Blood for bile acids. Blood and nasal flush  for mycoplasma.
831,H,2008,Non,direct_release,2008,16-Sep-08,no,release,,,,25,46,H,,CLUTCH ID 9-7; COLLECTED FROM NEST AT BURROW A34; 
831,I,2008,Non,direct_release,2010,7-Sep-10,yes,trap,E,E46,,190,101,J,,Freshened marks; ALSO TOOK PHOTOS OF ANNULI
831,I,2008,Non,direct_release,2012,27-May-12,yes,trap,E,E71,,358,130,S,,"Transmitter attached: frequency 165.750, transmitter # 174319, iButton attached. Scale is missing on left forearm. Tortoise had cactus spine lodged in right cheek/neck (removed before release). Weight with transmitter is 0.342kg."
831,I,2008,Non,direct_release,2012,15-Oct-12,yes,trap,E,E45,,580,,S,,New transmitter #177833 freq 166.141. iButton replaced 8D0000002E2E7821 to start 16 Oct 2012.
831,I,2008,Non,direct_release,2013,6-Apr-13,yes,trap,E,E45,,546,147,S,,"Appears skinny, may be due to overwintering. Minimally dry and flaky. Changed transmitter 174315 freq 165.368 best at 165.367."
832,H,2008,Non,direct_release,2008,9-Oct-08,NEW,release,,,,34,49,H,,CLUTCH ID 1-1
833,H,2008,Non,direct_release,2008,9-Oct-08,NEW,release,,,,38,50,H,,CLUTCH ID 5-6
834,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,34,51,H,,HATCHED IN LAB; CLUTCH ID 8-6; XTRA (SMALL) VERTEBRAL BETWEEN 1ST AND 2ND
834,I,2009,Non,direct_release,2010,7-Sep-10,yes,Hand,E,E26,,86,77,J,,"carapace--paint on carapace indicates from clutch #8, 1st vertebral split (or what appears to be an extra small scute). Freshened notches; ON TOP OF APRON OF ADULT BURROW; LATER RECAPTURED AT E52 IN THIS TRAPPING SESSION; AGE 2 = IN 2ND YEAR"
834,I,2009,Non,direct_release,2013,26-Jun-13,yes,trap,D,D30,,258,110,J,,Blood and nasal flush for mycoplasma.
835,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,35,51,H,,HATCHED IN LAB; CLUTCH ID 8-7
835,I,2009,Non,direct_release,2010,6-Sep-10,yes,hand,D,D28,,68,71,J,,carapace--paint on shell indicates clutch ID=8-7. Freshened Notches; ALSO TOOK PHOTOS OF ANNULI; AGE 2 = IN 2ND YR
836,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,34,50,H,,HATCHED IN LAB; CLUTCH ID 8-8
837,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,35,51,H,,HATCHED IN LAB; CLUTCH ID 8-9
837,I,2009,Non,direct_release,2010,9-Sep-10,yes,trap,E,E51,,91,77,J,,"carapace--old paint on carapace, perhaps indicating old clutch Idof 8-9 (not sure about 8). Freshened Marks; RELEASED AT E10 CAGE IN FALL 2009;"
837,I,2009,Non,direct_release,2011,21-Apr-11,yes,hand,E,E near E19 & E50,,92,78,J,,
837,I,2009,Non,direct_release,2011,6-Jun-11,yes,trap,E,E66,,98,83,J,,
837,I,2009,Non,direct_release,2013,1-Jul-13,yes,trap,E,E83,,482,136,S,,Missing scale on left front leg. Fecal float for intestinal parasites—pinworms. Blood and nasal flush for mycoplasma. 
838,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,35,51,H,,HATCHED IN LAB; CLUTCH ID 8-10
839,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,31,50,H,,HATCHED IN LAB; CLUTCH ID 8-11
840,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,35,52,H,,HATCHED IN LAB; CLUTCH ID 5-1
841,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,30,48,H,,HATCHED IN LAB; CLUTCH ID 6-1; 10 MARG L & R
841,I,2009,Non,direct_release,2010,13-Sep-10,yes,trap,E,E58,,80,76,J,,"carapace--6-1 clutch ID (based on paint), 10 marg Left and Right. Carapace flared at rear, 3rd -5th vertebrals wrinkled."
842,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,40,52,H,,HATCHED IN LAB; CLUTCH ID 6-2; 10 MARG L & R
842,I,2009,Non,direct_release,2010,11-Sep-10,Yes,trap,E,E61,,92,78,J,,carapace-- 10 marginals left and right; paint on carapace corresponds to clutch ID 6-2.
843,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,42,54,H,,HATCHED IN LAB; CLUTCH ID 6-4
844,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,41,53,H,,HATCHED IN LAB; CLUTCH ID 6-5
844,I,2009,Non,direct_release,2010,12-Sep-10,yes,trap,D,D69,,96,79,J,,Carapace--paint indicates clutch ID=6-5. Integument--abdominal scutes wrinkled near midline.
844,I,2009,Non,direct_release,2012,31-Jul-12,yes,hand,D,D-area,,265,120,J,,Shell has paint from previous capture. Touched up notches. Removed cactus spine from leg. Found on N. Beach Rd on D-area side.
845,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,39,52,H,,HATCHED IN LAB; CLUTCH ID 6-6; 10 MARG L & R
845,I,2009,Non,direct_release,2010,8-Sep-10,yes,trap,E,E50,,88,78,J,,Carapace-- clutch ID=6-6 (based on paint on carapace) 10 marginal Left and Right. Freshened marks.
845,I,2009,Non,direct_release,2011,13-Jun-11,yes,trap,E,E50,,125,90,J,,Carapace has 10 marginals on both sides.
846,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,40,54,H,,HATCHED IN LAB; CLUTCH ID 6-7
846,I,2009,Non,direct_release,2010,12-Sep-10,yes,trap,E,E60,,103,82,J,,Carapace--paint indicates 7th individual in clutch. Plastron-- still wrinkled around where yolk sac was (on abdominal scutes)
846,I,2009,Non,direct_release,2013,15-Jul-13,yes,trap,E,E82,,731,163,S,,"Worn scutes made it difficult to age. Fecal float for intestinal parasites—pinworms (avg 2 per 10x field), hookworms (10 on whole slide). Blood and nasal flush for mycoplasma. "
847,I,2007,Non,direct_release,2009,15-Jul-09,YES (BUT NEW ID),trap,C,C-J16,,108,83,J,,PREV ID WAS 347 BUT THERE WERE TWO 2007 HATCHLINGS THAT WERE GIVEN ID 347 - THIS ONE REMARKED AS 847; NEED TO RUN GENETIC SAMPLES TO VERIFY WHICH INDIVIDUAL GOT ID CHANGE; PHOTOS NEED TO BE RELABELED WITH NEW ID; BURROW NEAR C74; MAKE SURE BLOOD SAMPLES CORRECTED
